scam_report_no,scam_incident_date,scam_report_date,scam_type,scam_approach_platform,scam_communication_platform,scam_transaction_type,scam_beneficiary_platform,scam_beneficiary_identifier,scam_contact_no,scam_email,scam_moniker,scam_url_link,scam_amount_lost,scam_incident_description,scam_subcategory,scam_item_involved,scam_item_type,scam_impersonation_type,scam_first_impersonated_entity,scam_first_impersonated_entity_name,scam_second_impersonated_entity,scam_second_impersonated_entity_name,scam_phished_details,scam_use_of_phished_details,scam_pretext_for_phishing
D/20250604/2244,2025-05-20,2025-06-04,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,TRUST,27914560,+6590631179,NA,NA,NA,28843.62,"I received a WhatsApp call from an individual named Michael Lee, who claimed to be from the Ministry of Manpower. He had contacted me using +6590631179. 
He claimed that workers employed under my details had work permit violations. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $28843.62 was made to TRUST account 27914560 on 2025-05-20.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Michael Lee and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,MICHAEL LEE,SINGAPORE POLICE FORCE,INSPECTOR WILLIAM WONG,NA,NA,NA
J/20250621/7475,2025-05-27,2025-06-21,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,MAYBANK,03127722,+6593491484,NA,NA,NA,74593.96,"I received a call from an individual named Michael Lee, who claimed to be from the Ministry of Manpower. He had contacted me using +6593491484. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $74593.96 was made to MAYBANK account 03127722 on 2025-05-27.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Michael Lee and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,MICHAEL LEE,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
A/20250425/2044,2025-04-05,2025-04-25,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,GXS,22078113,+6590880075,NA,NA,NA,78260.69,"I received a WhatsApp call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6590880075. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $78260.69 was made to GXS account 22078113 on 2025-04-05.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
A/20250420/7797,2025-04-09,2025-04-20,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,SCB,13636317,+6595471590,NA,NA,NA,78062.45,"I received a WhatsApp call from an individual named Michael Lee, who claimed to be from the Ministry of Manpower. He had contacted me using +6595471590. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $78062.45 was made to SCB account 13636317 on 2025-04-09.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Michael Lee and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,MICHAEL LEE,SINGAPORE POLICE FORCE,INSPECTOR TIMOTHY LEE,NA,NA,NA
F/20250604/2139,2025-05-22,2025-06-04,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,BOC,43520904,+6593257379,NA,NA,NA,59734.75,"I received a WhatsApp call from an individual named Michael Lee, who claimed to be from the Ministry of Manpower. He had contacted me using +6593257379. 
He claimed that workers employed under my details had work permit violations. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $59734.75 was made to BOC account 43520904 on 2025-05-22.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Michael Lee and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,MICHAEL LEE,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR CAYDEN TAN,NA,NA,NA
D/20250619/2618,2025-06-11,2025-06-19,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,TRUST,83168739,+6592851044,NA,NA,NA,87255.65,"I received a WhatsApp call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6592851044. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $87255.65 was made to TRUST account 83168739 on 2025-06-11.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Royce Tan and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR TIMOTHY LEE,NA,NA,NA
G/20250201/2444,2025-01-24,2025-02-01,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,TRUST,29060078,+6593731363,NA,NA,NA,41543.89,"I received a call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6593731363. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $41543.89 was made to TRUST account 29060078 on 2025-01-24.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Royce Tan and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
J/20250123/7709,2025-01-20,2025-01-23,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,SCB,25431074,+6596821919,NA,NA,NA,69697.56,"I received a WhatsApp call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6596821919. 
He claimed that workers employed under my details had work permit violations. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $69697.56 was made to SCB account 25431074 on 2025-01-20.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR WILLIAM WONG,NA,NA,NA
E/20250127/2189,2025-01-22,2025-01-27,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,UOB,16580464,+6597789590,NA,NA,NA,93271.58,"I received a WhatsApp call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6597789590. 
He claimed that workers employed under my details had work permit violations. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $93271.58 was made to UOB account 16580464 on 2025-01-22.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of James Wong and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR WILLIAM WONG,NA,NA,NA
A/20250421/2909,2025-04-04,2025-04-21,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CITIBANK,57905528,+6591861709,NA,NA,NA,75875.82,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6591861709. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $75875.82 was made to CITIBANK account 57905528 on 2025-04-04.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of James Wong and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR TIMOTHY LEE,NA,NA,NA
G/20250714/2755,2025-06-23,2025-07-14,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,SCB,55486401,+6593519758,NA,NA,NA,44225.79,"I received a WhatsApp call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6593519758. 
He claimed that workers employed under my details were overstaying in Singapore. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $44225.79 was made to SCB account 55486401 on 2025-06-23.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Royce Tan and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
G/20250429/2462,2025-04-07,2025-04-29,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,DBS,37116241,+6596176462,NA,NA,NA,86963.54,"I received a call from an individual named Michael Lee, who claimed to be from the Ministry of Manpower. He had contacted me using +6596176462. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $86963.54 was made to DBS account 37116241 on 2025-04-07.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Michael Lee and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,MICHAEL LEE,SINGAPORE POLICE FORCE,INSPECTOR TIMOTHY LEE,NA,NA,NA
