vic_first_name,vic_last_name,vic_nric,vic_sex,vic_dob,vic_nationality,vic_race,vic_occupation,vic_contact_no,vic_email,vic_blk,vic_street,vic_unit_no,vic_postal_code,scam_report_no,scam_incident_date,scam_report_date,scam_type,scam_approach_platform,scam_communication_platform,scam_transaction_type,scam_beneficiary_platform,scam_beneficiary_identifier,scam_contact_no,scam_email,scam_moniker,scam_url_link,scam_amount_lost,scam_incident_description,scam_subcategory,scam_item_involved,scam_item_type,scam_impersonation_type,scam_first_impersonated_entity,scam_first_impersonated_entity_name,scam_second_impersonated_entity,scam_second_impersonated_entity_name,scam_phished_details,scam_use_of_phished_details,scam_pretext_for_phishing
ANITA,RAO,G5221020F,FEMALE,1952-01-30,INDIAN,INDIAN,TEACHER,+6594101689,anita.rao@hotmail.com,98,ADMIRALTY DR,#28-15,575394,D/20250601/7064,2025-05-12,2025-06-01,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,BOC,65198253,+6597150641,NA,NA,NA,3774.3,"I received a WhatsApp call from an individual named Gladys Lim, claiming to be a bank officer from DBS. He had contacted me using +6597150641.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector James Tan via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector James Tan showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $3774.30 was made to BOC account 65198253 on 2025-05-12.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Gladys Lim and Inspector James Tan.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,DBS,GLADYS LIM,SINGAPORE POLICE FORCE,INSPECTOR JAMES TAN,NA,NA,NA
YAN YAN,WONG,S6289975W,FEMALE,1962-04-16,SINGAPOREAN,CHINESE,FACTORY WORKER,+6597653898,yy.wong@hotmail.com,983,YISHUN RING RD,#24-07,956255,G/20250327/2687,2025-03-18,2025-03-27,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,UOB,82973748,+6593029979,NA,NA,NA,45197.62,"I received a WhatsApp call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6593029979. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $45197.62 was made to UOB account 82973748 on 2025-03-18.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR WILLIAM WONG,NA,NA,NA
WEI XIN,CHAN,G8218499W,MALE,1982-05-10,MALAYSIAN,CHINESE,TEACHER,+6597959049,wx.chan@outlook.com,728,CLEMENTI AVE,#14-89,819050,A/20250511/7755,2025-05-10,2025-05-11,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CIMB,02695249,+6591144687,NA,NA,NA,3702.77,"I received a call from an individual named Sandy Goh, claiming to be a bank officer from UOB. He had contacted me using +6591144687.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Royston Wong via WhatsApp, claiming to be from the Monetary Authority of Singapore. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Royston Wong showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $3702.77 was made to CIMB account 02695249 on 2025-05-10.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Sandy Goh and Inspector Royston Wong.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,UOB,SANDY GOH,MONETARY AUTHORITY OF SINGAPORE,INSPECTOR ROYSTON WONG,NA,NA,NA
XIN LI,WONG,S4917525U,MALE,1949-03-12,SINGAPOREAN,CHINESE,CLEANER,+6593360419,xinli_wong@yahoo.com.sg,360,SERANGOON RD,#37-59,250181,A/20250525/7417,2025-05-18,2025-05-25,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,DBS,71827548,+6595272748,NA,NA,NA,58496.08,"I received a WhatsApp call from an individual named Michael Lee, who claimed to be from the Ministry of Manpower. He had contacted me using +6595272748. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $58496.08 was made to DBS account 71827548 on 2025-05-18.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Michael Lee and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,MICHAEL LEE,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
YAN JIA,NG,S4886879H,FEMALE,1948-02-13,SINGAPOREAN,CHINESE,FACTORY WORKER,+6595767862,yanjia.ng@outlook.com,837,BISHAN ST,#27-97,718372,J/20250208/2693,2025-02-05,2025-02-08,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,GXS,63759980,+6591465941,NA,NA,NA,25109.97,"I received a WhatsApp call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6591465941. 
He claimed that workers employed under my details were overstaying in Singapore. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $25109.97 was made to GXS account 63759980 on 2025-02-05.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Royce Tan and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR WILLIAM WONG,NA,NA,NA
MOHAMMAD,KHAN,G7870808N,MALE,1978-01-24,BANGLADESHI,BANGLADESHI,DOCTOR,+6599878611,mohammad_khan@yahoo.com.sg,136,UPPER BUKIT TIMAH RD,#29-59,790441,E/20250302/7816,2025-03-01,2025-03-02,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CIMB,86603242,+6597787307,NA,NA,NA,2357.0,"I received a call from an individual named Jeremy Tan, claiming to be a bank officer from OCBC. He had contacted me using +6597787307.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Royston Wong via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Royston Wong showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $2357.00 was made to CIMB account 86603242 on 2025-03-01.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Jeremy Tan and Inspector Royston Wong.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,OCBC,JEREMY TAN,SINGAPORE POLICE FORCE,INSPECTOR ROYSTON WONG,NA,NA,NA
ANITA,MENON,S9412100Y,FEMALE,1994-05-14,SINGAPOREAN,INDIAN,DOCTOR,+6592917016,anita.menon@outlook.com,41,GEYLANG RD,#29-72,884417,J/20250330/7808,2025-03-10,2025-03-30,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,TRUST,83168739,+6592851044,NA,NA,NA,1117.46,"I received a WhatsApp call from an individual named Jeremy Tan, claiming to be a bank officer from OCBC. He had contacted me using +6592851044.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Thomas Lee via WhatsApp, claiming to be from the Monetary Authority of Singapore. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Thomas Lee showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $1117.46 was made to TRUST account 83168739 on 2025-03-10.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Jeremy Tan and Inspector Thomas Lee.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,OCBC,JEREMY TAN,MONETARY AUTHORITY OF SINGAPORE,INSPECTOR THOMAS LEE,NA,NA,NA
MIN WEI,CHAN,S5465270I,MALE,1954-07-23,SINGAPOREAN,CHINESE,LAWYER,+6597901136,minwei.chan@hotmail.com,510,BOON LAY WAY,#17-12,773045,G/20250606/7694,2025-06-04,2025-06-06,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,MAYBANK,06937515,+6591960855,NA,NA,NA,608.26,"I received a call from an individual named Gladys Lim, claiming to be a bank officer from UOB. He had contacted me using +6591960855.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Thomas Lee via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Thomas Lee showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $608.26 was made to MAYBANK account 06937515 on 2025-06-04.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Gladys Lim and Inspector Thomas Lee.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,UOB,GLADYS LIM,SINGAPORE POLICE FORCE,INSPECTOR THOMAS LEE,NA,NA,NA
FATIMA,AHMED,G6452157A,FEMALE,1964-04-23,BANGLADESHI,BANGLADESHI,MAINTENANCE TECHNICIAN,+6599488358,fatima.ahmed@hotmail.com,116,ADMIRALTY DR,#32-19,447255,G/20250714/7854,2025-06-18,2025-07-14,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CITIBANK,95579887,+6595635087,NA,NA,NA,4606.69,"I received a call from an individual named Jeremy Tan, claiming to be a bank officer from UOB. He had contacted me using +6595635087.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Thomas Lee via WhatsApp, claiming to be from the Monetary Authority of Singapore. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Thomas Lee showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $4606.69 was made to CITIBANK account 95579887 on 2025-06-18.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Jeremy Tan and Inspector Thomas Lee.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,UOB,JEREMY TAN,MONETARY AUTHORITY OF SINGAPORE,INSPECTOR THOMAS LEE,NA,NA,NA
NUR,BIN ABDULLAH,G9065061R,FEMALE,1990-05-09,MALAYSIAN,MALAY,SECURITY GUARD,+6599363099,nur_binabdullah@outlook.com,82,MARINE PARADE RD,#15-34,527433,F/20250208/2184,2025-02-01,2025-02-08,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,UOB,44397359,+6592448514,NA,NA,NA,3666.8,"I received a call from an individual named Sandy Goh, claiming to be a bank officer from DBS. He had contacted me using +6592448514.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector James Tan via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector James Tan showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $3666.80 was made to UOB account 44397359 on 2025-02-01.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Sandy Goh and Inspector James Tan.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,DBS,SANDY GOH,SINGAPORE POLICE FORCE,INSPECTOR JAMES TAN,NA,NA,NA
